,date,device,text,location
36,2016-08-31 14:26:25,Twitter for iPhone,"#IPBill ensures leak of far more sensitive internet histories, of entire UK population:

68m Dropbox password dump : yBOjVXvVox",
37,2016-08-31 14:15:34,Twitter Web Client,"ICYMI, #DropBox got hacked mid-2012 and now the dump w/ hashes available in the wild : s3iQTpog3Y #password #leak",
38,2016-08-31 14:13:26,Twitter Web Client,"Are you panicking about The Dropbox Leak? @Dropbox is actually still pretty secure, password issues aside.",
39,2016-08-31 13:51:04,twitterfeed,Dropbox says password reset measures have worked following leak revelations - Cloud Tech : HMwXA32vvR,
40,2016-08-31 13:40:50,Twitter for Windows,Dropbox says password reset measures have worked following leak revelations : spaUzaoMhL #cloud : AdlzO6gyBj,
41,2016-08-31 13:29:03,twitterfeed,Dropbox says password reset measures have worked following leak revelations : o7cj8wo8UB,
42,2016-08-31 13:23:04,IFTTT,Dropbox says password reset measures have worked following leak revelations : FYXCrrW4rb,
43,2016-08-31 13:22:50,Twitter for iPhone,"ICYMI, #DropBox got hacked mid-2012 and now the dump w/ hashes available in the wild : s3iQTpog3Y #password #leak",
44,2016-08-31 13:20:07,Twitter Web Client,"#Dropbox says #password #reset measures have worked #following #leak revelations : Go0E8FiOhG … #cloud : sEyyQwLkrx
Dropbox says password reset measures have worked following leak revelations : spaUzaoMhL #cloud : AdlzO6gyBj",
45,2016-08-31 13:18:14,TweetDeck,Dropbox says password reset measures have worked following leak revelations : spaUzaoMhL #cloud : AdlzO6gyBj,
46,2016-08-31 13:17:46,Twitter Web Client,Dropbox says password reset measures have worked following leak revelations : wBVx4Oqsmt via @cloud_comp_news,
47,2016-08-31 13:08:48,Twitter for Android,"#Dropbox has been #hacked. Have you been affected? Find out here. #Security #Leak #Password #Hack #Digital #Tech
: 7dxSZB9Io6",
48,2016-08-31 12:48:42,TweetDeck,Yet another high-profile @Dropbox password leak. At least this one is older data... : idXK8AVLkT,
49,2016-08-31 11:57:57,Janetter for Android,"#IPBill ensures leak of far more sensitive internet histories, of entire UK population:

68m Dropbox password dump : yBOjVXvVox",
50,2016-08-31 11:49:55,Twitter for iPhone,"ICYMI, #DropBox got hacked mid-2012 and now the dump w/ hashes available in the wild : s3iQTpog3Y #password #leak",
51,2016-08-31 11:18:26,Twitter Web Client,WARNING! Major Dropbox password leak. 68 million Dropbox passwords stolen by hackers : QnSL1UqWmb via @thenextweb,
52,2016-08-31 09:51:08,Twitter for iPhone,"ICYMI, #DropBox got hacked mid-2012 and now the dump w/ hashes available in the wild : s3iQTpog3Y #password #leak",
53,2016-08-31 09:26:39,Twitter Web Client,"ICYMI, #DropBox got hacked mid-2012 and now the dump w/ hashes available in the wild : s3iQTpog3Y #password #leak",
54,2016-08-31 09:02:18,twitterfeed,Comment on The huge Dropbox password leak that wasn't by James: Are you going to revise this article now they... : G2YjQk8Bwf,
55,2016-08-31 07:55:22,Twitter for Android,Woops @MarcTennant updated link : YZTNibo1xO,
56,2016-08-31 07:38:51,TweetDeck,"Turns out, I changed my Dropbox password in Q4 2012. I might try and get my hands on that leak and check which password is in there.",
57,2016-08-31 07:23:48,Hootsuite,Change your @Dropbox password. Now. #breach #infosec #dropbox #hack #leak : zFp3efguR8,
58,2016-08-31 07:23:48,Hootsuite,Change your @Dropbox password. Now. #breach #infosec #dropbox #hack #leak : Pt1yrFJFVa,
59,2016-08-31 07:04:35,Twitter Web Client,Change your @Dropbox password. Now. #breach #infosec #dropbox #hack #leak : ErBIFTF0uJ,
60,2016-08-31 04:53:43,Twitter Web Client,Woops @MarcTennant updated link : YZTNibo1xO,
0,2016-09-01 22:17:40,Twitter Bot tests,Dropbox says password reset measures have worked following leak revelations : qN2rC9LkAJ #tech #cloud : pDuRsbjtxV,
1,2016-09-01 22:17:02,Buffer,Dropbox says password reset measures have worked following leak revelations : qN2rC9LkAJ #tech #cloud : pDuRsbjtxV,
2,2016-09-01 20:12:33,Twitter for Android,"What to do after the #Dropbox #data breach of 68,648,009 passwords: : 49fmAQhaw2",
3,2016-09-01 19:36:10,LinkedIn,"Hackers Stole 68 Million Dropbox User Passwords, #cybersecurity leak was tied to employee's reused password : zVlgdqze7r",
4,2016-09-01 18:51:22,Twidere for Android #5,"#IPBill ensures leak of far more sensitive internet histories, of entire UK population:

68m Dropbox password dump : yBOjVXvVox",
5,2016-09-01 18:19:58,Twitter Web Client,Dropbox says password reset measures have worked following leak revelations.,
6,2016-09-01 17:28:31,Facebook,The security leak was apparently tied to an employee’s reused password. : znTuZmbLcc,
7,2016-09-01 17:03:09,Facebook,This is a couple days old but if you use dropbox you might want to change password etc..... : S0Au9e4gcj,
8,2016-09-01 16:54:09,TweetDeck,68 Million Dropbox passwords stolen. Authorities are searching dark web for possible leads. #infosec #cybersecurity #password #leak #startup,
9,2016-09-01 16:32:12,Twitter for Android,"#IPBill ensures leak of far more sensitive internet histories, of entire UK population:

68m Dropbox password dump : yBOjVXvVox",
10,2016-09-01 16:28:00,iphone7 Twitter App,Dropbox says password reset measures have worked following leak revelations - : CgNVSFAEdo #cloud,
11,2016-09-01 15:46:53,Twitter Web Client,"What to do after the #Dropbox #data breach of 68,648,009 passwords: : 49fmAQhaw2",
12,2016-09-01 15:14:10,Twitter Web Client,It only took one employee reusing his password from another service for the huge Dropbox leak. : 7Drs1nUK8L,
13,2016-09-01 14:32:04,RoundTeam,Dropbox says password reset measures have worked following leak revelations : MTL38H6NBu #cloudcomputing : 8siBFQ17Fv,
14,2016-09-01 14:09:20,Tweetbot for iΟS,You can check here if your password has been compromised after the dropbox hack... : HC7m1c1Mhy #dropbox #leak,
15,2016-09-01 14:08:44,Twitter Web Client,@troyhunt Thanks for great info on #Dropbox password leak. Using strong password manager ensures my account security. Checked #HIBP - clear!,
16,2016-09-01 12:59:00,MarketHub,Dropbox says password reset measures have worked following leak revelations : MTL38H6NBu #cloudcomputing : 8siBFQ17Fv,
17,2016-09-01 12:43:41,Twitter Web Client,"Effected by the Dropbox leak? If you reuse your passwords on other sites, change them now! : RXdjgwSMud #dropbox #leak #password",
18,2016-09-01 12:13:11,Buffer,Dropbox password leak - why end-to-end encryption matters : qFdpBaEIur #DropboxLeak : qTG2MfaNsn,
19,2016-09-01 12:11:10,Tweets-for-Mac,Dropbox says password reset measures have worked following leak revelations - : dhPVIJoURU #IaaS,
20,2016-09-01 12:10:10,TweetDeck,Use #Dropbox? Huge data leak highlights the need for a good password manager: : yIhOCPmwcu : ithPR83IMf,
21,2016-09-01 12:08:15,Hootsuite,Use #Dropbox? Huge data leak highlights the need for a good password manager: : yIhOCPmwcu : ithPR83IMf,
22,2016-09-01 11:22:03,Twitter Web Client,Dropbox says password reset measures have worked following leak revelations : spaUzaoMhL #cloud : AdlzO6gyBj,
23,2016-09-01 11:10:04,Hootsuite,".@dropbox @drewhouston I'm not affected by the password leak. Yet, it's deeply troubling that Rice is still on your board! #DropDropbox",
24,2016-09-01 09:28:38,Twitter Web Client,#Dropbox hack scarred me enough to use a password manager. Why would you leak passwords of a service that mainly has photos on it? Immoral!,
25,2016-09-01 09:07:36,Twitter for iPhone,"@janotta_a @paulespcforumde Es gab keine Lücke. Password leak eines Mitarbeiter-Accounts, der die Daten in seiner Dropbox liegen hatte...",
26,2016-09-01 08:16:38,MarketHub,Dropbox says password reset measures have worked following leak revelations - Cloud Tech : moV4WPuIVb,
27,2016-09-01 02:05:25,Twitter for iPhone,"If you guys use Dropbox, they had a supposed password leak today. Be sure to change your password!",
28,2016-09-01 02:04:44,Plume for Android,"I dropped Dropbox when they brought Condi Rice on their board. Given password leak, what's your excuse for still having an account?",
29,2016-09-01 01:35:08,Twitter for iPhone,"If you guys use Dropbox, they had a supposed password leak today. Be sure to change your password!",
30,2016-09-01 00:33:41,Hootsuite,#cloud news from @cloud_comp_news | Dropbox says password reset measures have worked following leak revelations : Vyl2VgVQRl,
31,2016-09-01 00:20:35,Twitter for iPhone,"If you guys use Dropbox, they had a supposed password leak today. Be sure to change your password!",
32,2016-09-01 00:16:39,Twitter for iPhone,"If you guys use Dropbox, they had a supposed password leak today. Be sure to change your password!",
33,2016-09-01 00:08:51,Hootsuite,Great read Dropbox says password reset measures have worked following leak revelations : lTlsQOptJl,
0,2016-09-06 12:45:33,Social Proxy by Mailchimp,Dropbox leak: cambiare password subito - Novità roaming in EU - I big data in F1 : auubZ0HUYd,
1,2016-09-03 05:06:07,Twitter for Android,"@Angelala6 it's cause of the Dropbox password leak, I had one account taken over by a spambot!",
2,2016-09-02 21:18:31,Plume for Android,"ICYMI, #DropBox got hacked mid-2012 and now the dump w/ hashes available in the wild : s3iQTpog3Y #password #leak",
3,2016-09-02 20:14:19,Twitter Web Client,"I dropped Dropbox when they brought Condi Rice on their board. Given password leak, what's your excuse for still having an account?",
4,2016-09-02 20:03:33,Twitter for iPhone,"I dropped Dropbox when they brought Condi Rice on their board. Given password leak, what's your excuse for still having an account?",
5,2016-09-02 19:12:01,Twitter for iPhone,@dropbox Why did you not inform your users about the password leak?,
6,2016-09-02 18:15:23,Hootsuite,"#Dropbox says password reset measures have worked following leak revelations! #Cloud
: LP4RSCMyPG : nTe688y4ff",
7,2016-09-02 15:27:34,IFTTT,Dropbox says password reset measures have worked following leak revelations - Cloud Tech : j9tXJV14ez,
8,2016-09-02 14:11:24,Tweets-for-Mac,Dropbox says password reset measures have worked following leak revelations - : dhPVIJoURU #cloudstorage #cloud_storage,
9,2016-09-02 04:50:20,Twitter Web Client,After the last 68M password leak. It is time to move from Dropbox to Drive.,
10,2016-09-02 03:00:28,Twitter Web Client,@mflux @Dropbox Tell me about it. The shitty part is being warned by other services about the password leak days before Dropbox tells me.,
0,2017-09-07 23:59:32,Twitter for iPhone,Credit bureau Equifax says 143 million Americans may have had their data stolen in a cyber attack : bsdSJzxI2u : F1206ly0zU,
1,2017-09-07 23:59:28,Google,Equifax Says 143 Million Americans Potentially Impacted In Cyber Attack : QlzXcem7Fa,
2,2017-09-07 23:59:13,IFTTT,Equifax says cyber attack may have hit 143 million customers : vfZRbfVjeL #insurance #insuranceclaims,
3,2017-09-07 23:57:23,Twitter Web Client,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3tyvQcUYj0 : afxnseG7Nd,
4,2017-09-07 23:57:03,Twitter for iPhone,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3JTwEJhYPk : SEuPHeHitg,
5,2017-09-07 23:56:38,Twitter for iPad,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3tyvQcUYj0 : afxnseG7Nd,
6,2017-09-07 23:56:22,Twitter for Android,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3JTwEJhYPk : SEuPHeHitg,
7,2017-09-07 23:54:47,Twitter for Android,"Equifax Says Cyber Attack May Have Hit 143 Million Customers
: ID32H60Ktn",
8,2017-09-07 23:54:41,Twitter for iPhone,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3JTwEJhYPk : SEuPHeHitg,
9,2017-09-07 23:54:03,Twitter for Android,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3tyvQcUYj0 : afxnseG7Nd,
10,2017-09-07 23:53:06,Twitter for Android,BREAKING: Credit reporting agency Equifax reports cyber attack potentially impacting 143 million U.S. Costumers credit cards etc.,
11,2017-09-07 23:52:45,Twitter for Android,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3tyvQcUYj0 : afxnseG7Nd,
12,2017-09-07 23:51:08,Twitter Web Client,Equifax Says 143 Million Americans Potentially Impacted In Cyber Attack : K22nWPtF50,
13,2017-09-07 23:50:07,The Tweeted Times,"Equifax Says 143 Million Americans Potentially Impacted In Cyber Attack : WbdQQ6KVW8, see more : WCl9UQyXrp",
14,2017-09-07 23:50:03,Twitter for iPhone,Equifax data breach may have exposed personal info of 143M consumers | Clark Howard : we1vesScgz,
15,2017-09-07 23:49:03,Twitter for iPhone,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3JTwEJhYPk : SEuPHeHitg,
16,2017-09-07 23:48:22,Twitter for iPhone,A cyber attack has exposed the sensitive data of 143 million Americans : VN2kkmRrGN : XR7LCKfhi6,
17,2017-09-07 23:47:48,TweetDeck,A cyber attack has exposed the sensitive data of 143 million Americans : VN2kkmRrGN : XR7LCKfhi6,
18,2017-09-07 23:47:37,Twitter for Android,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3tyvQcUYj0 : afxnseG7Nd,
19,2017-09-07 23:47:11,Twitter Web Client,A cyber attack has exposed 143 million Americans' sensitive data : WjUg8zn4d0,
20,2017-09-07 23:46:59,Twitter for Android,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3JTwEJhYPk : SEuPHeHitg,
21,2017-09-07 23:46:54,Twitter Web Client,Equifax says cyber attack may have hit 143 million customers : rw20mOcxjK,
22,2017-09-07 23:46:33,Twitter Web Client,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3tyvQcUYj0 : afxnseG7Nd,
23,2017-09-07 23:45:19,Twitter for Android,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3tyvQcUYj0 : afxnseG7Nd,
24,2017-09-07 23:44:33,Twitter Web Client,Equifax says it was hit by a cyber attack that may have affected about 143 million customers : 7gSGLfgyu8 : ubhoufj3kq,
25,2017-09-07 23:44:08,Twitter for iPhone,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3JTwEJhYPk : SEuPHeHitg,
26,2017-09-07 23:43:58,Twitter Web Client,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3JTwEJhYPk : SEuPHeHitg,
27,2017-09-07 23:43:34,Twitter Web Client,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3tyvQcUYj0 : afxnseG7Nd,
28,2017-09-07 23:41:18,Twitter for Android,Equifax Says 143 Million Americans Potentially Impacted In Cyber Attack : K22nWPtF50,
29,2017-09-07 23:41:04,Twitter Web Client,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3tyvQcUYj0 : afxnseG7Nd,
30,2017-09-07 23:40:40,Twitter for Android,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3tyvQcUYj0 : afxnseG7Nd,
31,2017-09-07 23:39:45,Twitter for iPhone,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3JTwEJhYPk : SEuPHeHitg,
32,2017-09-07 23:38:51,Twitter for iPhone,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3tyvQcUYj0 : afxnseG7Nd,
33,2017-09-07 23:38:37,Twitter for iPhone,#BREAKING: @Equifax data breach may have exposed personal info of 143 million consumers! See if you were affected: : Oy1z9JhtUh,
34,2017-09-07 23:38:34,Twitter for iPhone,#BREAKING: @Equifax data breach may have exposed personal info of 143 million consumers! See if you were affected: : Oy1z9JhtUh,
35,2017-09-07 23:38:31,Twitter Web Client,Equifax Says 143 Million Americans Potentially Impacted In Cyber Attack via @forbes : sH6r0sDV0j #CyberSecurity,
36,2017-09-07 23:38:19,Twitter for iPhone,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3tyvQcUYj0 : afxnseG7Nd,
37,2017-09-07 23:38:16,Twitter for Android,Credit bureau Equifax says 143 million Americans may have had their data stolen in a cyber attack : bsdSJzxI2u : F1206ly0zU,
38,2017-09-07 23:38:13,Twitter for Android,Equifax Says 143 Million Americans Potentially Impacted In Cyber Attack : K22nWPtF50,
39,2017-09-07 23:38:10,Twitter for iPhone,Equifax Says 143 Million Americans Potentially Impacted In Cyber Attack : K22nWPtF50,
40,2017-09-07 23:36:46,Twitter Web Client,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3tyvQcUYj0 : afxnseG7Nd,
41,2017-09-07 23:36:44,Twitter Web Client,Here's what you need to know about the Equifax cyber attack. : cuteJVreY4,
42,2017-09-07 23:35:23,Twitter for iPhone,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3tyvQcUYj0 : afxnseG7Nd,
43,2017-09-07 23:35:08,Twitter for iPhone,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3tyvQcUYj0 : afxnseG7Nd,
44,2017-09-07 23:35:06,Twitter for iPhone,Credit bureau Equifax says 143 million Americans may have had their data stolen in a cyber attack : bsdSJzxI2u : F1206ly0zU,
45,2017-09-07 23:34:50,Twitter for Android,Equifax Says 143 Million Americans Potentially Impacted In Cyber Attack : K22nWPtF50,
46,2017-09-07 23:34:18,Twitter for iPhone,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3tyvQcUYj0 : afxnseG7Nd,
47,2017-09-07 23:34:10,Twitter for iPhone,Credit agency Equifax says cyber attack may have exposed personal info of 143 million Americans : PB0h12csoJ : RzEDdfW01U,
48,2017-09-07 23:33:47,Twitter for Android,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3tyvQcUYj0 : afxnseG7Nd,
49,2017-09-07 23:32:56,Twitter for Android,Equifax says it was hit by a cyber attack that may have affected about 143 million customers : 7pf1TlXWkn : TQtRsJTgq1,
50,2017-09-07 23:32:46,Twitter for iPhone,BREAKING: Credit reporting agency Equifax reports cyber attack potentially impacting 143 million U.S. Costumers credit cards etc.,
51,2017-09-07 23:32:29,Twitter Web Client,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3JTwEJhYPk : SEuPHeHitg,
52,2017-09-07 23:31:36,Twitter for iPhone,Credit bureau Equifax says 143 million Americans may have had their data stolen in a cyber attack : bsdSJzxI2u : F1206ly0zU,
53,2017-09-07 23:31:22,Twitter Web Client,"""Criminals exploited a US website application vulnerability to gain access to certain files,"" - #equifax 

Eager to hear the attack vector",
54,2017-09-07 23:31:14,Twitter for Android,Equifax says it was hit by a cyber attack that may have affected about 143 million customers : 7pf1TlXWkn : TQtRsJTgq1,
55,2017-09-07 23:30:59,Twitter for Android,Equifax Says 143 Million Americans Potentially Impacted In Cyber Attack : K22nWPtF50,
56,2017-09-07 23:30:35,IFTTT,"RT TopFiveTraders ""RT StakepoolCom ""RT Milton_FMR: TransUnion -2.7% after attack on Equifax : tIVL69sQdj #wallstreet #nyse #tra…",
57,2017-09-07 23:30:23,Twitter for iPhone,Equifax Says 143 Million Americans Potentially Impacted In Cyber Attack | Forbes Mobile : Z9jlpZNIGa,
58,2017-09-07 23:30:18,Twitter for iPhone,Credit bureau Equifax says 143 million Americans may have had their data stolen in a cyber attack : bsdSJzxI2u : F1206ly0zU,
59,2017-09-07 23:29:56,Twitter for Android,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3tyvQcUYj0 : afxnseG7Nd,
60,2017-09-07 23:29:56,Twitter for iPhone,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3JTwEJhYPk : SEuPHeHitg,
61,2017-09-07 23:29:35,Twitter for iPhone,Equifax Says 143 Million Americans Potentially Impacted In Cyber Attack : K22nWPtF50,
62,2017-09-07 23:29:22,Twitter for iPhone,Equifax Says 143 Million Americans Potentially Impacted In Cyber Attack : K22nWPtF50,
63,2017-09-07 23:29:21,Twitter for iPhone,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3tyvQcUYj0 : afxnseG7Nd,
64,2017-09-07 23:29:19,Twitter for iPhone,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3tyvQcUYj0 : afxnseG7Nd,
65,2017-09-07 23:29:10,Twitter Web Client,"This Is very serious Equifax cyber attack got a ton of our personal info and we are just finding about it now, in July I had identity theft.",
66,2017-09-07 23:29:03,Twitter for iPhone,Credit bureau Equifax says 143 million Americans may have had their data stolen in a cyber attack : bsdSJzxI2u : F1206ly0zU,
67,2017-09-07 23:28:47,Google,Equifax says personal data of 143 million customers exposed in cyber attack : jf1D1JvN1N,
68,2017-09-07 23:28:03,Twitter for iPad,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3tyvQcUYj0 : afxnseG7Nd,
69,2017-09-07 23:27:40,Twitter for iPhone,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3tyvQcUYj0 : afxnseG7Nd,
70,2017-09-07 23:26:14,IFTTT,"RT TopFiveTraders ""RT StakepoolCom ""RT Milton_FMR: TransUnion -2.7% after attack on Equifax : cJx4ApNbN8 #wallstreet #nyse #tra…",
71,2017-09-07 23:26:07,IFTTT,"RT TopFiveTraders ""RT StakepoolCom ""RT Milton_FMR: TransUnion -2.7% after attack on Equifax : eoe3igJ4vh #wallstreet #nyse #tra…",
72,2017-09-07 23:25:29,Twitter for iPhone,Equifax Says 143 Million Americans Potentially Impacted In Cyber Attack : K22nWPtF50,
73,2017-09-07 23:25:29,Twitter for iPhone,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3tyvQcUYj0 : afxnseG7Nd,
74,2017-09-07 23:25:26,Twitter for Android,"This Is very serious Equifax cyber attack got a ton of our personal info and we are just finding about it now, in July I had identity theft.",
75,2017-09-07 23:25:22,Twitter for Android,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3tyvQcUYj0 : afxnseG7Nd,
76,2017-09-07 23:25:19,IFTTT,"RT StakepoolCom ""RT Milton_FMR: TransUnion -2.7% after attack on Equifax : PdY9fYrOr3 #wallstreet #nyse #trading""",
77,2017-09-07 23:25:00,RoundTeam,TransUnion -2.7% after attack on Equifax : g9Af8EtGZC #wallstreet #nyse #trading,
78,2017-09-07 23:24:39,Twitter for iPhone,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3tyvQcUYj0 : afxnseG7Nd,
79,2017-09-07 23:24:23,Twitter for iPhone,Equifax Says 143 Million Americans Potentially Impacted In Cyber Attack : K22nWPtF50,
80,2017-09-07 23:24:22,Hootsuite,Equifax says 143 million Americans potentially impacted in cyber attack: : avaswGXVIl : UCjk0tqjBY,
81,2017-09-07 23:24:00,Facebook,"ALERT:  Freeze your credit lines NOW

Freezing your credit files has no impact whatsoever on your existing lines... : vpifKjKdHa",
82,2017-09-07 23:23:19,LinkedIn,: lyvXjXfH7R Check if your personal data is secure after the Equifax cyber attack.,
83,2017-09-07 23:22:59,Twitter Web Client,Equifax Says 143 Million Americans Potentially Impacted In Cyber Attack via @forbes : tiVDtdLkXR,
84,2017-09-07 23:22:30,Twitter for iPhone,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3tyvQcUYj0 : afxnseG7Nd,
85,2017-09-07 23:22:28,Twitter for Android,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3JTwEJhYPk : SEuPHeHitg,
86,2017-09-07 23:22:13,Twitter for Android,Equifax Says 143 Million Americans Potentially Impacted In Cyber Attack : K22nWPtF50,
87,2017-09-07 23:20:04,Twitter for iPhone,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3tyvQcUYj0 : afxnseG7Nd,
88,2017-09-07 23:19:55,Twitter for iPhone,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3tyvQcUYj0 : afxnseG7Nd,
89,2017-09-07 23:19:43,Twitter Web Client,The Equifax cyber attack ranks among the largest cybersecurity breaches in history : 3JTwEJhYPk : SEuPHeHitg,
